Date,TBA Options | Front | 4.0 | ATM | Put | Premium,TBA Options | Front | 4.0 | ATM | Put | Price bpvol,TBA Options | Front | 4.0 | ATM | Put | Cvx-adj yield bpvol,TBA Options | Front | 4.0 | ATM | Put | Strike,TBA Options | Front | 4.0 | ATM | Put | TBA price,TBA Options | Front | 4.0 | ATM | Put | Price delta,TBA Options | Front | 4.0 | ATM | Put | Yield delta,TBA Options | Front | 4.0 | ATM | Put | Vega,TBA Options | Front | 4.0 | ATM | Put | Libor OAS,TBA Options | Front | 4.0 | ATM | Put | Model duration,TBA Options | Front | 4.0 | ATM | Put | Trader duration,TBA Options | Front | 4.0 | ATM | Put | Empirical duration,TBA Options | Front | 4.0 | ATM | Put | Expiry,TBA Options | Front | 4.0 | ATM | Put | Matched Swaption Price 10Y,TBA Options | Front | 4.0 | ATM | Put | Matched Swaption Price 7Y,TBA Options | Front | 4.0 | ATM | Put | Matched Swaption Price 5Y,TBA Options | Front | 4.0 | ATM | Call | Premium,TBA Options | Front | 4.0 | ATM | Call | Price bpvol,TBA Options | Front | 4.0 | ATM | Call | Cvx-adj yield bpvol,TBA Options | Front | 4.0 | ATM | Call | Strike,TBA Options | Front | 4.0 | ATM | Call | TBA price,TBA Options | Front | 4.0 | ATM | Call | Price delta,TBA Options | Front | 4.0 | ATM | Call | Yield delta,TBA Options | Front | 4.0 | ATM | Call | Vega,TBA Options | Front | 4.0 | ATM | Call | Libor OAS,TBA Options | Front | 4.0 | ATM | Call | Model duration,TBA Options | Front | 4.0 | ATM | Call | Trader duration,TBA Options | Front | 4.0 | ATM | Call | Empirical duration,TBA Options | Front | 4.0 | ATM | Call | Expiry,TBA Options | Front | 4.0 | ATM | Call | Matched Swaption Price 10Y,TBA Options | Front | 4.0 | ATM | Call | Matched Swaption Price 7Y,TBA Options | Front | 4.0 | ATM | Call | Matched Swaption Price 5Y
5-Dec-24,0.69669,6.47068,6.15842,93.69141,93.69141,-0.50189,-311.85314,0.75168,36.6,5.6,5.57254,5.80219,20250107,87.78268,69.4271,53.90376,0.69669,6.47068,6.15842,93.69141,93.69141,0.494,306.95349,0.75168,36.6,5.6,5.57254,5.80219,20250107,87.78268,69.4271,53.90376
6-Dec-24,0.63163,5.99091,5.73752,93.99609,93.99609,-0.5018,-310.86525,0.73198,34.9,5.577,5.84231,5.80058,20250107,80.00362,62.61911,48.28308,0.63163,5.99091,5.73752,93.99609,93.99609,0.49423,306.17805,0.73198,34.9,5.577,5.84231,5.80058,20250107,80.00362,62.61911,48.28308
9-Dec-24,0.61191,5.97025,5.66864,93.71484,93.71484,-0.50182,-312.62941,0.7184,36.2,5.629,5.90035,6.32123,20250107,76.94252,60.30111,46.53102,0.61191,5.97025,5.66864,93.71484,93.71484,0.4946,308.13173,0.7184,36.2,5.629,5.90035,6.32123,20250107,76.94252,60.30111,46.53102
10-Dec-24,0.60968,6.11712,5.79159,93.61719,93.61719,-0.50177,-313.16301,0.70054,35.9,5.64,5.91237,6.04056,20250107,76.4496,59.81354,46.11265,0.60968,6.11712,5.79159,93.61719,93.61719,0.49477,308.79592,0.70054,35.9,5.64,5.91237,6.04056,20250107,76.4496,59.81354,46.11265
11-Dec-24,0.5652,5.85097,5.48814,93.35156,93.35156,-0.50124,-314.87222,0.68592,36.8,5.736,5.98583,6.04425,20250107,70.2723,55.01332,42.4275,0.5652,5.85097,5.48814,93.35156,93.35156,0.49544,311.22681,0.68592,36.8,5.736,5.98583,6.04425,20250107,70.2723,55.01332,42.4275
12-Dec-24,0.56069,6.01092,5.57866,92.90625,92.90625,-0.50096,-316.53616,0.66965,38,5.819,6.07489,5.95899,20250107,69.13528,54.14505,41.77205,0.56069,6.01092,5.57866,92.90625,92.90625,0.49585,313.30426,0.66965,38,5.819,6.07489,5.95899,20250107,69.13528,54.14505,41.77205
13-Dec-24,0.56049,6.24122,5.72117,92.36719,92.36719,-0.50066,-318.42794,0.65301,40.3,5.909,6.17342,6.1447,20250107,68.42627,53.47748,41.20773,0.56049,6.24122,5.72117,92.36719,92.36719,0.49627,315.6351,0.65301,40.3,5.909,6.17342,6.1447,20250107,68.42627,53.47748,41.20773
16-Dec-24,0.53964,6.21388,5.69552,92.42188,92.42188,-0.50076,-318.70814,0.63164,38.7,5.885,6.15537,6.18248,20250107,65.81274,51.20033,39.33297,0.53964,6.21388,5.69552,92.42188,92.42188,0.49656,316.03883,0.63164,38.7,5.885,6.15537,6.18248,20250107,65.81274,51.20033,39.33297
17-Dec-24,0.51206,6.11961,5.61167,92.39844,92.39844,-0.50074,-318.47265,0.60863,40.4,5.873,6.16257,6.12111,20250107,62.51819,48.4244,37.09332,0.51206,6.11961,5.61167,92.39844,92.39844,0.4967,315.90265,0.60863,40.4,5.873,6.16257,6.12111,20250107,62.51819,48.4244,37.09332
18-Dec-24,0.4872,6.10951,5.5063,91.64062,91.64062,-0.50029,-321.08635,0.59059,43.2,5.987,6.28509,6.27076,20250107,58.60173,44.84522,34.07952,0.4872,6.10951,5.5063,91.64062,91.64062,0.49729,319.15828,0.59059,43.2,5.987,6.28509,6.27076,20250107,58.60173,44.84522,34.07952
19-Dec-24,0.51863,6.82511,6.09218,91.19531,91.19531,-0.50024,-322.59159,0.56819,44.1,6.078,6.42679,6.35847,20250107,61.91351,46.7817,35.23162,0.51863,6.82511,6.09218,91.19531,91.19531,0.49747,320.80693,0.56819,44.1,6.078,6.42679,6.35847,20250107,61.91351,46.7817,35.23162
20-Dec-24,0.51392,7.06462,6.35005,91.55469,91.55469,-0.50047,-321.76365,0.54004,41.2,6.006,6.33754,6.43046,20250107,61.67187,46.6972,35.21839,0.51392,7.06462,6.35005,91.55469,91.55469,0.49736,319.76255,0.54004,41.2,6.006,6.33754,6.43046,20250107,61.67187,46.6972,35.21839
23-Dec-24,0.49132,7.15214,6.3623,91.10156,91.10156,-0.50036,-323.43828,0.51557,41.4,6.089,6.42315,6.43901,20250107,58.44017,44.1084,33.19064,0.49132,7.15214,6.3623,91.10156,91.10156,0.49784,321.80894,0.51557,41.4,6.089,6.42315,6.43901,20250107,58.44017,44.1084,33.19064
24-Dec-24,0.4651,7.17417,6.39267,91.17969,91.17969,-0.50046,-323.23703,0.4859,42.4,6.084,6.42007,6.41135,20250107,55.41559,41.68916,31.29642,0.4651,7.17417,6.39267,91.17969,91.17969,0.49785,321.55029,0.4859,42.4,6.084,6.42007,6.41135,20250107,55.41559,41.68916,31.29642
26-Dec-24,0.44191,7.27908,6.49283,91.25781,91.25781,-0.50059,-323.26563,0.45463,41.7,6.082,6.40273,6.71969,20250107,52.68048,39.44942,29.51463,0.44191,7.27908,6.49283,91.25781,91.25781,0.49795,321.56239,0.45463,41.7,6.082,6.40273,6.71969,20250107,52.68048,39.44942,29.51463
27-Dec-24,0.42056,7.49494,6.65432,91.09375,91.09375,-0.50054,-324.15532,0.42214,N/A,N/A,6.44753,6.67062,20250107,49.91153,37.68459,28.36108,0.42056,7.49494,6.65432,91.09375,91.09375,0.49813,322.59826,0.42214,N/A,N/A,6.44753,6.67062,20250107,49.91153,37.68459,28.36108
30-Dec-24,0.35998,6.98794,6.2657,91.57812,91.57812,-0.49594,-319.71352,0.38424,39.6,6.045,6.45279,6.63093,20250107,43.0682,32.42902,24.35643,0.35998,6.98794,6.2657,91.57812,91.57812,0.5031,324.33063,0.38424,39.6,6.045,6.45279,6.63093,20250107,43.0682,32.42902,24.35643
31-Dec-24,0.31622,6.88277,6.14238,91.30469,91.30469,-0.49643,-320.58401,0.34443,42,6.147,6.32653,6.73775,20250107,37.73399,28.59856,21.58073,0.31622,6.88277,6.14238,91.30469,91.30469,0.50273,324.64875,0.34443,42,6.147,6.32653,6.73775,20250107,37.73399,28.59856,21.58073
2-Jan-25,0.27236,6.84003,6.10795,91.35156,91.35156,-0.49709,-320.97879,0.29834,N/A,N/A,6.32456,6.76016,20250107,32.51686,24.72953,18.70457,0.27236,6.84003,6.10795,91.35156,91.35156,0.50231,324.35109,0.29834,N/A,N/A,6.32456,6.76016,20250107,32.51686,24.72953,18.70457
3-Jan-25,0.23669,7.29295,6.49102,91.17969,91.17969,-0.49778,-321.87601,0.24349,N/A,N/A,6.33187,6.75188,20250107,28.18891,21.62508,16.45815,0.23669,7.29295,6.49102,91.17969,91.17969,0.50174,324.43867,0.24349,N/A,N/A,6.33187,6.75188,20250107,28.18891,21.62508,16.45815
6-Jan-25,0.15402,6.71754,5.95547,91.0625,91.0625,-0.49855,-323.22487,0.17303,N/A,N/A,6.35926,6.78374,20250107,18.26631,13.92798,10.55535,0.15402,6.71754,5.95547,91.0625,91.0625,0.50133,325.02903,0.17303,N/A,N/A,6.35926,6.78374,20250107,18.26631,13.92798,10.55535
7-Jan-25,0.79736,7.65124,6.75284,90.63672,90.63672,-0.49247,-319.22227,0.7887,N/A,N/A,6.42902,6.69847,20250206,94.09366,72.55623,55.44866,0.79736,7.65124,6.75284,90.63672,90.63672,0.50396,326.6674,0.7887,N/A,N/A,6.42902,6.69847,20250206,94.09366,72.55623,55.44866
8-Jan-25,0.79017,7.7823,6.85299,90.47656,90.47656,-0.49248,-319.38266,0.77024,N/A,N/A,6.45749,6.52679,20250206,93.19426,71.40684,54.32763,0.79017,7.7823,6.85299,90.47656,90.47656,0.50407,326.9022,0.77024,N/A,N/A,6.45749,6.52679,20250206,93.19426,71.40684,54.32763
9-Jan-25,0.77222,7.79135,6.87534,90.60156,90.60156,-0.49256,-319.20718,0.75035,N/A,N/A,6.4565,6.5809,20250206,91.23642,69.97715,53.27679,0.77222,7.79135,6.87534,90.60156,90.60156,0.50411,326.69327,0.75035,N/A,N/A,6.4565,6.5809,20250206,91.23642,69.97715,53.27679
10-Jan-25,0.74434,7.78474,6.77238,89.78906,89.78906,-0.49221,-320.65721,0.73462,N/A,N/A,6.50336,6.88744,20250206,87.00766,66.64546,50.71088,0.74434,7.78474,6.77238,89.78906,89.78906,0.50457,328.70752,0.73462,N/A,N/A,6.50336,6.88744,20250206,87.00766,66.64546,50.71088
13-Jan-25,0.73162,7.88995,6.83211,89.57031,89.57031,-0.49221,-321.36466,0.71591,N/A,N/A,6.53731,6.93834,20250206,85.18723,65.34229,49.76603,0.73162,7.88995,6.83211,89.57031,89.57031,0.50493,329.66717,0.71591,N/A,N/A,6.53731,6.93834,20250206,85.18723,65.34229,49.76603
14-Jan-25,0.70074,7.77099,6.74637,89.77344,89.77344,-0.49226,-321.30383,0.69451,N/A,N/A,6.53664,6.97372,20250206,81.69579,62.63434,47.68588,0.70074,7.77099,6.74637,89.77344,89.77344,0.50499,329.61249,0.69451,N/A,N/A,6.53664,6.97372,20250206,81.69579,62.63434,47.68588
15-Jan-25,0.63696,7.21404,6.37065,90.77344,90.77344,-0.49263,-319.61986,0.6685,N/A,N/A,6.39101,7.14646,20250206,75.19284,57.34423,43.49132,0.63696,7.21404,6.37065,90.77344,90.77344,0.50475,327.48908,0.6685,N/A,N/A,6.39101,7.14646,20250206,75.19284,57.34423,43.49132
16-Jan-25,0.60517,7.06637,6.28057,91.125,91.125,-0.49279,-318.90627,0.64434,N/A,N/A,6.3227,7.15393,20250206,71.79363,54.94643,41.76868,0.60517,7.06637,6.28057,91.125,91.125,0.5047,326.61281,0.64434,N/A,N/A,6.3227,7.15393,20250206,71.79363,54.94643,41.76868
17-Jan-25,0.61495,7.45525,6.61797,91.07031,91.07031,-0.49285,-319.1456,0.62135,N/A,N/A,6.29788,7.18994,20250206,72.83968,55.90213,42.58197,0.61495,7.45525,6.61797,91.07031,91.07031,0.50477,326.86703,0.62135,N/A,N/A,6.29788,7.18994,20250206,72.83968,55.90213,42.58197
21-Jan-25,0.57645,7.25599,6.46472,91.25,91.25,-0.49315,-318.80132,0.59633,N/A,N/A,6.23646,7.19313,20250206,68.48654,52.24152,39.62538,0.57645,7.25599,6.46472,91.25,91.25,0.50494,326.4248,0.59633,N/A,N/A,6.23646,7.19313,20250206,68.48654,52.24152,39.62538
22-Jan-25,0.53234,7.00396,6.22708,91.17188,91.17188,-0.49316,-319.20674,0.57173,N/A,N/A,6.24764,7.24443,20250206,63.13188,48.2142,36.60768,0.53234,7.00396,6.22708,91.17188,91.17188,0.50504,326.8979,0.57173,N/A,N/A,6.24764,7.24443,20250206,63.13188,48.2142,36.60768
23-Jan-25,0.50231,6.94907,6.1499,90.92969,90.92969,-0.49327,-319.9012,0.54643,N/A,N/A,6.32012,7.21325,20250206,59.41574,45.0489,34.0223,0.50231,6.94907,6.1499,90.92969,90.92969,0.50505,327.53579,0.54643,N/A,N/A,6.32012,7.21325,20250206,59.41574,45.0489,34.0223
24-Jan-25,0.49191,7.16818,6.35048,90.98438,90.98438,-0.49365,-320.00166,0.51821,N/A,N/A,6.30714,7.30923,20250206,58.2423,44.35823,33.60921,0.49191,7.16818,6.35048,90.98438,90.98438,0.50479,327.22231,0.51821,N/A,N/A,6.30714,7.30923,20250206,58.2423,44.35823,33.60921
27-Jan-25,0.47589,7.3037,6.55246,91.59375,91.59375,-0.49451,-318.66994,0.4858,N/A,N/A,6.22023,7.18738,20250206,56.95684,43.30926,32.77309,0.47589,7.3037,6.55246,91.59375,91.59375,0.50429,324.97426,0.4858,N/A,N/A,6.22023,7.18738,20250206,56.95684,43.30926,32.77309
28-Jan-25,0.44083,7.2381,6.47762,91.51562,91.51562,-0.4949,-319.43857,0.45525,N/A,N/A,6.2318,7.1552,20250206,52.63319,40.03611,30.30473,0.44083,7.2381,6.47762,91.51562,91.51562,0.50402,325.31993,0.45525,N/A,N/A,6.2318,7.1552,20250206,52.63319,40.03611,30.30473
29-Jan-25,0.38498,6.825,6.10439,91.53906,91.53906,-0.49533,-319.98109,0.42153,N/A,N/A,6.21338,7.23589,20250206,45.91074,34.62303,26.05056,0.38498,6.825,6.10439,91.53906,91.53906,0.50371,325.3937,0.42153,N/A,N/A,6.21338,7.23589,20250206,45.91074,34.62303,26.05056
30-Jan-25,0.34247,6.63527,5.9591,91.74219,91.74219,-0.49593,-319.76418,0.3845,N/A,N/A,6.16832,7.23034,20250206,40.99201,30.86019,23.18672,0.34247,6.63527,5.9591,91.74219,91.74219,0.50323,324.46971,0.3845,N/A,N/A,6.16832,7.23034,20250206,40.99201,30.86019,23.18672
31-Jan-25,0.33512,7.28893,6.49504,91.35938,91.35938,-0.49646,-321.28189,0.34511,N/A,N/A,6.25837,7.18226,20250206,39.86144,30.36846,23.01246,0.33512,7.28893,6.49504,91.35938,91.35938,0.50281,325.38953,0.34511,N/A,N/A,6.25837,7.18226,20250206,39.86144,30.36846,23.01246
3-Feb-25,0.30564,7.66865,6.84742,91.41406,91.41406,-0.49852,-322.14677,0.29823,N/A,N/A,6.20382,7.13165,20250206,36.4408,27.99656,21.34099,0.30564,7.66865,6.84742,91.41406,91.41406,0.50112,323.82304,0.29823,N/A,N/A,6.20382,7.13165,20250206,36.4408,27.99656,21.34099
4-Feb-25,0.23614,7.23962,6.49071,91.61719,91.61719,-0.49892,-321.80929,0.24291,N/A,N/A,6.18896,7.11926,20250206,28.26419,21.65419,16.47417,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.18896,7.11926,N/A,N/A,N/A,N/A
5-Feb-25,0.15698,6.76708,6.1395,92.13281,92.13281,-0.49944,-320.12931,0.17105,N/A,N/A,6.07043,6.95554,20250206,18.98583,14.35322,10.81707,0.15698,6.76708,6.1395,92.13281,92.13281,0.50044,320.77626,0.17105,N/A,N/A,6.07043,6.95554,20250206,18.98583,14.35322,10.81707
6-Feb-25,0.72835,7.23984,6.56738,91.96484,91.96484,-0.49582,-317.28407,0.73968,N/A,N/A,6.07446,7.07643,20250306,87.8949,67.17521,50.99352,0.72835,7.23984,6.56738,91.96484,91.96484,0.50083,320.48834,0.73968,N/A,N/A,6.07446,7.07643,20250306,87.8949,67.17521,50.99352
7-Feb-25,0.6929,7.09436,6.38333,91.71875,91.71875,-0.49543,-318.76418,0.72452,N/A,N/A,6.07921,6.94108,20250306,82.90462,63.31843,48.04661,0.6929,7.09436,6.38333,91.71875,91.71875,0.50134,322.5675,0.72452,N/A,N/A,6.07921,6.94108,20250306,82.90462,63.31843,48.04661
10-Feb-25,0.64528,6.79416,6.11024,91.74219,91.74219,-0.49544,-319.00739,0.70517,N/A,N/A,6.09195,6.91046,20250306,77.17406,58.80499,44.54665,0.64528,6.79416,6.11024,91.74219,91.74219,0.50169,323.03206,0.70517,N/A,N/A,6.09195,6.91046,20250306,77.17406,58.80499,44.54665
11-Feb-25,0.61241,6.6627,5.95776,91.50781,91.50781,-0.49521,-319.87424,0.68665,N/A,N/A,6.13261,6.46186,20250306,72.87823,55.18,41.61557,0.61241,6.6627,5.95776,91.50781,91.50781,0.50204,324.28342,0.68665,N/A,N/A,6.13261,6.46186,20250306,72.87823,55.18,41.61557
12-Feb-25,0.58914,6.66674,5.87402,90.85156,90.85156,-0.4948,-322.0354,0.67022,N/A,N/A,6.3324,6.59948,20250306,69.16861,51.81743,38.78092,0.58914,6.66674,5.87402,90.85156,90.85156,0.50257,327.09162,0.67022,N/A,N/A,6.3324,6.59948,20250306,69.16861,51.81743,38.78092
13-Feb-25,0.54903,6.38183,5.69464,91.53906,91.53906,-0.49506,-320.56032,0.64443,N/A,N/A,5.9781,6.54336,20250306,65.09376,48.61475,36.30017,0.54903,6.38183,5.69464,91.53906,91.53906,0.50243,325.32675,0.64443,N/A,N/A,5.9781,6.54336,20250306,65.09376,48.61475,36.30017
14-Feb-25,0.53673,6.4516,5.79844,91.85156,91.85156,-0.49532,-319.51616,0.61863,N/A,N/A,5.93504,6.22027,20250306,64.08398,48.02722,35.94984,0.53673,6.4516,5.79844,91.85156,91.85156,0.50229,324.0107,0.61863,N/A,N/A,5.93504,6.22027,20250306,64.08398,48.02722,35.94984
18-Feb-25,0.49804,6.25565,5.57494,91.44531,91.44531,-0.49531,-320.79959,0.5972,N/A,N/A,6.00596,6.13925,20250306,59.06145,44.21574,33.07453,0.49804,6.25565,5.57494,91.44531,91.44531,0.50278,325.63501,0.5972,N/A,N/A,6.00596,6.13925,20250306,59.06145,44.21574,33.07453
19-Feb-25,0.48134,6.30483,5.62555,91.57812,91.57812,-0.4954,-320.93811,0.57187,N/A,N/A,5.99692,6.14208,20250306,57.08408,42.75052,31.98387,0.48134,6.30483,5.62555,91.57812,91.57812,0.5028,325.73106,0.57187,N/A,N/A,5.99692,6.14208,20250306,57.08408,42.75052,31.98387
20-Feb-25,0.44708,6.12867,5.49184,91.76562,91.76562,-0.49564,-320.37142,0.54438,N/A,N/A,5.94268,6.14738,20250306,53.23556,39.81361,29.75751,0.44708,6.12867,5.49184,91.76562,91.76562,0.50269,324.92964,0.54438,N/A,N/A,5.94268,6.14738,20250306,53.23556,39.81361,29.75751
21-Feb-25,0.45496,6.53761,5.92496,92.26562,92.26562,-0.4962,-318.85345,0.5133,N/A,N/A,5.87268,6.17822,20250306,54.72929,41.72439,31.61523,0.45496,6.53761,5.92496,92.26562,92.26562,0.50224,322.73921,0.5133,N/A,N/A,5.87268,6.17822,20250306,54.72929,41.72439,31.61523
24-Feb-25,0.42311,6.43655,5.85139,92.40625,92.40625,-0.49666,-318.65283,0.48338,N/A,N/A,5.84145,6.15972,20250306,51.04839,38.87758,29.43652,0.42311,6.43655,5.85139,92.40625,92.40625,0.50214,322.16891,0.48338,N/A,N/A,5.84145,6.15972,20250306,51.04839,38.87758,29.43652
25-Feb-25,0.4145,6.69948,6.18048,92.96875,92.96875,-0.49742,-316.40743,0.44823,N/A,N/A,5.72897,6.12706,20250306,50.70751,38.35219,28.89702,0.4145,6.69948,6.18048,92.96875,92.96875,0.5015,318.9964,0.44823,N/A,N/A,5.72897,6.12706,20250306,50.70751,38.35219,28.89702
26-Feb-25,0.38791,6.74114,6.27732,93.38281,93.38281,-0.49798,-315.20856,0.41275,N/A,N/A,5.65202,6.13693,20250306,47.81682,36.21776,27.31484,0.38791,6.74114,6.27732,93.38281,93.38281,0.50106,317.16229,0.41275,N/A,N/A,5.65202,6.13693,20250306,47.81682,36.21776,27.31484
27-Feb-25,0.34029,6.48435,6.00921,93.28125,93.28125,-0.49809,-316.45485,0.37868,N/A,N/A,5.69444,6.04945,20250306,41.73571,31.52983,23.73278,0.34029,6.48435,6.00921,93.28125,93.28125,0.50107,318.35104,0.37868,N/A,N/A,5.69444,6.04945,20250306,41.73571,31.52983,23.73278
28-Feb-25,0.3563,7.56003,7.07787,93.64844,93.64844,-0.49893,-315.00803,0.33648,N/A,N/A,5.66987,6.06772,20250306,44.13228,33.6086,25.43764,0.3563,7.56003,7.07787,93.64844,93.64844,0.50035,315.90763,0.33648,N/A,N/A,5.66987,6.06772,20250306,44.13228,33.6086,25.43764
3-Mar-25,0.30229,7.3889,6.95997,93.83594,93.83594,-0.49945,-314.04584,0.29029,N/A,N/A,5.61683,6.01883,20250306,37.67133,28.63854,21.65136,0.30229,7.3889,6.95997,93.83594,93.83594,0.50019,314.5168,0.29029,N/A,N/A,5.61683,6.01883,20250306,37.67133,28.63854,21.65136
4-Mar-25,0.24789,7.43563,6.97511,93.64062,93.64062,-0.49965,-314.81892,0.23748,N/A,N/A,5.69154,5.94397,20250306,30.82137,23.66887,18.02166,0.24789,7.43563,6.97511,93.64062,93.64062,0.50011,315.10763,0.23748,N/A,N/A,5.69154,5.94397,20250306,30.82137,23.66887,18.02166
5-Mar-25,0.16305,6.94714,6.4408,93.21875,93.21875,-0.49965,-317.1037,0.16936,N/A,N/A,5.77178,6.03738,20250306,20.06639,15.30298,11.59453,0.16305,6.94714,6.4408,93.21875,93.21875,0.50023,317.4669,0.16936,N/A,N/A,5.77178,6.03738,20250306,20.06639,15.30298,11.59453
6-Mar-25,0.81131,7.40632,6.90145,93.10547,93.10547,-0.49692,-313.39092,0.75299,N/A,N/A,5.81597,6.03783,20250407,104.10285,80.30439,61.28741,0.81131,7.40632,6.90145,93.10547,93.10547,0.49925,314.86348,0.75299,N/A,N/A,5.81597,6.03783,20250407,104.10285,80.30439,61.28741
7-Mar-25,0.7777,7.27916,6.74292,92.93359,92.93359,-0.49654,-314.4322,0.73935,N/A,N/A,5.8066,6.04156,20250407,99.23767,76.87399,58.83895,0.7777,7.27916,6.74292,92.93359,92.93359,0.49974,316.45685,0.73935,N/A,N/A,5.8066,6.04156,20250407,99.23767,76.87399,58.83895
10-Mar-25,0.76696,7.31568,6.89056,93.41016,93.41016,-0.5,-312.98515,0.71209,N/A,N/A,5.74299,5.80715,20250407,99.64504,77.56309,59.54137,0.76696,7.31568,6.89056,93.41016,93.41016,0.49665,310.8917,0.71209,N/A,N/A,5.74299,5.80715,20250407,99.64504,77.56309,59.54137
11-Mar-25,0.76482,7.52005,6.99604,92.96094,92.96094,-0.4995,-315.03953,0.69975,N/A,N/A,5.8292,5.81496,20250407,98.30198,76.74409,59.0421,0.76482,7.52005,6.99604,92.96094,92.96094,0.49727,313.63557,0.69975,N/A,N/A,5.8292,5.81496,20250407,98.30198,76.74409,59.0421
12-Mar-25,0.71364,7.21617,6.67423,92.85938,92.85938,-0.49901,-316.23107,0.68513,N/A,N/A,5.81665,5.79136,20250407,91.12102,70.18609,53.50589,0.71364,7.21617,6.67423,92.85938,92.85938,0.49788,315.51294,0.68513,N/A,N/A,5.81665,5.79136,20250407,91.12102,70.18609,53.50589
13-Mar-25,0.70373,7.30536,6.79379,93.0625,93.0625,-0.49927,-315.35445,0.66369,N/A,N/A,5.79466,5.78122,20250407,90.33355,69.81748,53.33868,0.70373,7.30536,6.79379,93.0625,93.0625,0.49774,314.3927,0.66369,N/A,N/A,5.79466,5.78122,20250407,90.33355,69.81748,53.33868
14-Mar-25,0.67813,7.26818,6.71758,92.89844,92.89844,-0.49891,-316.5231,0.64717,N/A,N/A,5.79364,5.59552,20250407,86.45938,67.21994,51.57041,0.67813,7.26818,6.71758,92.89844,92.89844,0.49822,316.08535,0.64717,N/A,N/A,5.79364,5.59552,20250407,86.45938,67.21994,51.57041
17-Mar-25,0.61319,6.78185,6.26489,92.94531,92.94531,-0.4988,-316.77365,0.62807,N/A,N/A,5.79184,5.4841,20250407,78.08448,60.44162,46.23388,0.61319,6.78185,6.26489,92.94531,92.94531,0.49869,316.70433,0.62807,N/A,N/A,5.79184,5.4841,20250407,78.08448,60.44162,46.23388
18-Mar-25,0.58562,6.69551,6.20455,93.05469,93.05469,-0.49888,-316.20687,0.60579,N/A,N/A,5.76059,5.45204,20250407,74.81311,57.73949,44.0817,0.58562,6.69551,6.20455,93.05469,93.05469,0.49872,316.10654,0.60579,N/A,N/A,5.76059,5.45204,20250407,74.81311,57.73949,44.0817
19-Mar-25,0.53737,6.35535,5.91744,93.34375,93.34375,-0.49883,-315.64846,0.58303,N/A,N/A,5.74511,5.43024,20250407,68.88931,52.74869,40.04583,0.53737,6.35535,5.91744,93.34375,93.34375,0.4989,315.69354,0.58303,N/A,N/A,5.74511,5.43024,20250407,68.88931,52.74869,40.04583
20-Mar-25,0.52777,6.48553,6.06634,93.49219,93.49219,-0.49903,-314.83336,0.55832,N/A,N/A,5.72157,5.43667,20250407,67.96435,52.37934,39.93775,0.52777,6.48553,6.06634,93.49219,93.49219,0.49882,314.70269,0.55832,N/A,N/A,5.72157,5.43667,20250407,67.96435,52.37934,39.93775
21-Mar-25,0.52758,6.7815,6.33087,93.34375,93.34375,-0.51106,-322.53754,0.53264,N/A,N/A,5.76126,5.46808,20250407,68.0728,52.62031,40.20459,0.52758,6.7815,6.33087,93.34375,93.34375,0.48691,307.29665,0.53264,N/A,N/A,5.76126,5.46808,20250407,68.0728,52.62031,40.20459
24-Mar-25,0.49044,6.64944,6.12339,92.78125,92.78125,-0.51049,-324.63988,0.51265,N/A,N/A,5.83078,5.58921,20250407,62.53973,48.39676,37.01157,0.49044,6.64944,6.12339,92.78125,92.78125,0.48784,310.23506,0.51265,N/A,N/A,5.83078,5.58921,20250407,62.53973,48.39676,37.01157
25-Mar-25,0.46372,6.61751,6.11388,92.90625,92.90625,-0.51022,-323.84931,0.48549,N/A,N/A,5.82306,5.59328,20250407,59.32884,45.58272,34.68827,0.46372,6.61751,6.11388,92.90625,92.90625,0.48822,309.88543,0.48549,N/A,N/A,5.82306,5.59328,20250407,59.32884,45.58272,34.68827
26-Mar-25,0.44791,6.79252,6.25083,92.71875,92.71875,-0.5097,-324.14721,0.45914,N/A,N/A,5.84966,5.56032,20250407,57.13607,43.86162,33.35754,0.44791,6.79252,6.25083,92.71875,92.71875,0.48886,310.88807,0.45914,N/A,N/A,5.84966,5.56032,20250407,57.13607,43.86162,33.35754
27-Mar-25,0.42568,6.919,6.33126,92.46875,92.46875,-0.509,-324.66082,0.431,N/A,N/A,5.91548,5.43863,20250407,54.07344,41.61188,31.69498,0.42568,6.919,6.33126,92.46875,92.46875,0.48968,312.3362,0.431,N/A,N/A,5.91548,5.43863,20250407,54.07344,41.61188,31.69498
28-Mar-25,0.43619,7.60432,7.084,93.10938,93.10938,-0.50904,-321.13658,0.39457,N/A,N/A,5.80217,5.54822,20250407,56.3495,44.08078,33.94771,0.43619,7.60432,7.084,93.10938,93.10938,0.48976,308.97412,0.39457,N/A,N/A,5.80217,5.54822,20250407,56.3495,44.08078,33.94771
31-Mar-25,0.40947,7.81769,7.28534,93.10156,93.10156,-0.50848,-320.64601,0.36048,N/A,N/A,5.78534,5.47721,20250407,52.92001,41.38024,31.85972,0.40947,7.81769,7.28534,93.10156,93.10156,0.49068,309.41732,0.36048,N/A,N/A,5.78534,5.47721,20250407,52.92001,41.38024,31.85972
