Date,TBA Options | Front | 4.0 | ATM | Put | Premium,TBA Options | Front | 4.0 | ATM | Put | Price bpvol,TBA Options | Front | 4.0 | ATM | Put | Cvx-adj yield bpvol,TBA Options | Front | 4.0 | ATM | Put | Strike,TBA Options | Front | 4.0 | ATM | Put | TBA price,TBA Options | Front | 4.0 | ATM | Put | Price delta,TBA Options | Front | 4.0 | ATM | Put | Yield delta,TBA Options | Front | 4.0 | ATM | Put | Vega,TBA Options | Front | 4.0 | ATM | Put | Libor OAS,TBA Options | Front | 4.0 | ATM | Put | Model duration,TBA Options | Front | 4.0 | ATM | Put | Trader duration,TBA Options | Front | 4.0 | ATM | Put | Empirical duration,TBA Options | Front | 4.0 | ATM | Put | Expiry,TBA Options | Front | 4.0 | ATM | Put | Matched Swaption Price 10Y,TBA Options | Front | 4.0 | ATM | Put | Matched Swaption Price 7Y,TBA Options | Front | 4.0 | ATM | Put | Matched Swaption Price 5Y,TBA Options | Front | 4.0 | ATM | Call | Premium,TBA Options | Front | 4.0 | ATM | Call | Price bpvol,TBA Options | Front | 4.0 | ATM | Call | Cvx-adj yield bpvol,TBA Options | Front | 4.0 | ATM | Call | Strike,TBA Options | Front | 4.0 | ATM | Call | TBA price,TBA Options | Front | 4.0 | ATM | Call | Price delta,TBA Options | Front | 4.0 | ATM | Call | Yield delta,TBA Options | Front | 4.0 | ATM | Call | Vega,TBA Options | Front | 4.0 | ATM | Call | Libor OAS,TBA Options | Front | 4.0 | ATM | Call | Model duration,TBA Options | Front | 4.0 | ATM | Call | Trader duration,TBA Options | Front | 4.0 | ATM | Call | Empirical duration,TBA Options | Front | 4.0 | ATM | Call | Expiry,TBA Options | Front | 4.0 | ATM | Call | Matched Swaption Price 10Y,TBA Options | Front | 4.0 | ATM | Call | Matched Swaption Price 7Y,TBA Options | Front | 4.0 | ATM | Call | Matched Swaption Price 5Y
11-Jan-24,0.71532,7.34801,6.61312,94.125,94.125,-0.5008,0.03306,0.68036,45.1,5.28,5.61845,6.31444,20240206,90.45496,71.33537,55.17351,0.71532,7.34801,6.61312,94.125,94.125,0.49537,-0.0327,0.68036,45.1,5.28,5.61845,6.31444,20240206,90.45496,71.33537,55.17351
12-Jan-24,0.71751,7.56858,6.87006,94.46875,94.46875,-0.50111,0.03292,0.65689,43.2,5.274,5.61297,6.3343,20240206,91.39773,73.96597,58.15611,0.71751,7.56858,6.87006,94.46875,94.46875,0.49521,-0.03253,0.65689,43.2,5.274,5.61297,6.3343,20240206,91.39773,73.96597,58.15611
16-Jan-24,0.6979,7.66329,6.78387,93.67188,93.67188,-0.50055,0.03343,0.64708,48.5,5.525,5.74252,5.99503,20240206,86.96295,70.198,55.13837,0.6979,7.66329,6.78387,93.67188,93.67188,0.49636,-0.03315,0.64708,48.5,5.525,5.74252,5.99503,20240206,86.96295,70.198,55.13837
17-Jan-24,0.66309,7.57218,6.62476,93.21875,93.21875,-0.50012,0.03363,0.6297,51,5.544,5.74498,6.18744,20240206,81.76913,65.09035,50.6748,0.66309,7.57218,6.62476,93.21875,93.21875,0.49693,-0.03342,0.6297,51,5.544,5.74498,6.18744,20240206,81.76913,65.09035,50.6748
18-Jan-24,0.65327,7.75735,6.73398,93.01562,93.01562,-0.49991,0.03381,0.61049,49.8,5.59,5.81005,6.1987,20240206,79.96819,63.06553,48.79762,0.65327,7.75735,6.73398,93.01562,93.01562,0.49728,-0.03363,0.61049,49.8,5.59,5.81005,6.1987,20240206,79.96819,63.06553,48.79762
19-Jan-24,0.63767,7.88015,6.82917,93.01562,93.01562,-0.49986,0.03386,0.58761,47.7,5.541,5.80392,6.17412,20240206,77.83382,61.52599,47.68626,0.63767,7.88015,6.82917,93.01562,93.01562,0.49749,-0.0337,0.58761,47.7,5.541,5.80392,6.17412,20240206,77.83382,61.52599,47.68626
22-Jan-24,0.58704,7.55346,6.59771,93.26562,93.26562,-0.50013,0.03371,0.56021,47.9,5.509,5.76743,6.13702,20240206,72.21043,56.97377,44.09618,0.58704,7.55346,6.59771,93.26562,93.26562,0.49765,-0.03354,0.56021,47.9,5.509,5.76743,6.13702,20240206,72.21043,56.97377,44.09618
23-Jan-24,0.57342,7.75917,6.71696,93,93,-0.5,0.0339,0.53764,48.1,5.581,5.81598,6.12716,20240206,69.97397,55.1365,42.64778,0.57342,7.75917,6.71696,93,93,0.49794,-0.03376,0.53764,48.1,5.581,5.81598,6.12716,20240206,69.97397,55.1365,42.64778
24-Jan-24,0.5416,7.74607,6.65324,92.73438,92.73438,-0.49988,0.03407,0.51261,48.8,5.633,5.8498,6.14973,20240206,65.64865,51.70252,39.97766,0.5416,7.74607,6.65324,92.73438,92.73438,0.4982,-0.03395,0.51261,48.8,5.633,5.8498,6.14973,20240206,65.64865,51.70252,39.97766
25-Jan-24,0.51288,7.74577,6.71555,93.13281,93.13281,-0.50022,0.03392,0.48119,46.5,5.55,5.80505,6.24454,20240206,62.65224,49.24175,38.01399,0.51288,7.74577,6.71555,93.13281,93.13281,0.49801,-0.03377,0.48119,46.5,5.55,5.80505,6.24454,20240206,62.65224,49.24175,38.01399
26-Jan-24,0.47639,7.70266,6.64647,92.98438,92.98438,-0.50021,0.03402,0.45143,46.8,5.565,5.79645,6.24311,20240206,57.91812,46.15704,35.9618,0.47639,7.70266,6.64647,92.98438,92.98438,0.49817,-0.03388,0.45143,46.8,5.565,5.79645,6.24311,20240206,57.91812,46.15704,35.9618
29-Jan-24,0.45286,7.873,6.87807,93.36719,93.36719,-0.50083,0.03378,0.41479,46,5.478,5.73816,6.36051,20240206,55.70726,44.3017,34.46284,0.45286,7.873,6.87807,93.36719,93.36719,0.49799,-0.03359,0.41479,46,5.478,5.73816,6.36051,20240206,55.70726,44.3017,34.46284
30-Jan-24,0.41447,7.87027,6.91679,93.625,93.625,-0.50104,0.03369,0.37781,44,5.383,5.661,6.39936,20240206,51.17047,40.82256,31.82967,0.41447,7.87027,6.91679,93.625,93.625,0.49793,-0.03348,0.37781,44,5.383,5.661,6.39936,20240206,51.17047,40.82256,31.82967
31-Jan-24,0.38206,8.05551,7.21708,94.25781,94.25781,-0.50153,0.03331,0.33346,41.8,5.263,5.5888,6.42046,20240206,48.02674,39.24054,31.04681,0.38206,8.05551,7.21708,94.25781,94.25781,0.49758,-0.03304,0.33346,41.8,5.263,5.5888,6.42046,20240206,48.02674,39.24054,31.04681
1-Feb-24,0.34716,8.41041,7.67909,94.71094,94.71094,-0.50202,0.03287,0.28364,41.6,5.106,5.48594,5.9898,20240206,44.4473,35.78691,28.0462,0.34716,8.41041,7.67909,94.71094,94.71094,0.49724,-0.03256,0.28364,41.6,5.106,5.48594,5.9898,20240206,44.4473,35.78691,28.0462
2-Feb-24,0.25034,7.5161,6.61352,93.58594,93.58594,-0.50096,0.03363,0.23884,45.9,5.38,5.65361,6.15094,20240206,30.97931,24.78349,19.35379,0.25034,7.5161,6.61352,93.58594,93.58594,0.49845,-0.03346,0.23884,45.9,5.38,5.65361,6.15094,20240206,30.97931,24.78349,19.35379
5-Feb-24,0.17897,7.66594,6.58101,92.72656,92.72656,-0.5007,0.03414,0.17162,50,5.566,5.7724,6.12186,20240206,21.6759,17.08296,13.21832,0.17897,7.66594,6.58101,92.72656,92.72656,0.49916,-0.03403,0.17162,50,5.566,5.7724,6.12186,20240206,21.6759,17.08296,13.21832
6-Feb-24,0.79461,7.59652,6.66983,93.28516,93.28516,-0.50021,0.03355,0.74867,47.6,5.433,5.69885,6.27107,20240306,98.14831,77.75936,60.35958,0.79461,7.59652,6.66983,93.28516,93.28516,0.49552,-0.03323,0.74867,47.6,5.433,5.69885,6.27107,20240306,98.14831,77.75936,60.35958
7-Feb-24,0.77492,7.61592,6.65698,93.08594,93.08594,-0.50009,0.03362,0.73168,49.6,5.482,5.98445,6.54697,20240306,95.41789,75.41061,58.42912,0.77492,7.61592,6.65698,93.08594,93.08594,0.49579,-0.03333,0.73168,49.6,5.482,5.98445,6.54697,20240306,95.41789,75.41061,58.42912
8-Feb-24,0.76404,7.74652,6.67732,92.69141,92.69141,-0.49961,0.03391,0.71925,49.1,5.554,5.97788,6.47862,20240306,92.85236,73.77301,57.36621,0.76404,7.74652,6.67732,92.69141,92.69141,0.49642,-0.03369,0.71925,49.1,5.554,5.97788,6.47862,20240306,92.85236,73.77301,57.36621
9-Feb-24,0.73512,7.675,6.62655,92.60938,92.60938,-0.49741,0.03368,0.69798,48.7,5.522,5.97633,6.47613,20240306,89.51487,71.31985,55.56561,0.73512,7.675,6.62655,92.60938,92.60938,0.49877,-0.03377,0.69798,48.7,5.522,5.97633,6.47613,20240306,89.51487,71.31985,55.56561
12-Feb-24,0.68529,7.36794,6.89525,92.65625,92.65625,-0.50025,0.03126,0.65977,49.2,5.512,5.96981,6.38574,20240306,85.2699,67.73248,52.66535,0.68529,7.36794,6.89525,92.65625,92.65625,0.49637,-0.03102,0.65977,49.2,5.512,5.96981,6.38574,20240306,85.2699,67.73248,52.66535
13-Feb-24,0.68851,7.73884,7.03218,91.52344,91.52344,-0.49915,0.03173,0.65066,53.5,5.659,6.07066,6.51009,20240306,83.5143,65.50719,50.54029,0.68851,7.73884,7.03218,91.52344,91.52344,0.49761,-0.03164,0.65066,53.5,5.659,6.07066,6.51009,20240306,83.5143,65.50719,50.54029
14-Feb-24,0.6568,7.60791,6.97151,91.91406,91.91406,-0.4994,0.03162,0.62638,50.7,5.607,6.05881,6.55801,20240306,80.22677,63.85216,49.73725,0.6568,7.60791,6.97151,91.91406,91.91406,0.49751,-0.0315,0.62638,50.7,5.607,6.05881,6.55801,20240306,80.22677,63.85216,49.73725
15-Feb-24,0.62404,7.47036,6.88699,92.28125,92.28125,-0.49949,0.03156,0.60269,46.2,5.529,5.98598,6.57154,20240306,76.47899,60.99458,47.55215,0.62404,7.47036,6.88699,92.28125,92.28125,0.49756,-0.03144,0.60269,46.2,5.529,5.98598,6.57154,20240306,76.47899,60.99458,47.55215
16-Feb-24,0.63423,7.93473,7.24606,91.89062,91.89062,-0.4993,0.03171,0.5822,47.8,5.579,5.99755,6.58836,20240306,77.09056,61.37322,47.80727,0.63423,7.93473,7.24606,91.89062,91.89062,0.49791,-0.03162,0.5822,47.8,5.579,5.99755,6.58836,20240306,77.09056,61.37322,47.80727
20-Feb-24,0.57524,7.50016,6.86618,92.03906,92.03906,-0.49205,0.03122,0.55943,48,5.572,5.99731,6.59379,20240306,69.98338,56.469,44.36455,0.57524,7.50016,6.86618,92.03906,92.03906,0.50574,-0.03209,0.55943,48,5.572,5.99731,6.59379,20240306,69.98338,56.469,44.36455
21-Feb-24,0.5412,7.4331,6.74137,91.625,91.625,-0.49199,0.03137,0.53652,51.6,5.665,6.03981,6.6649,20240306,65.40105,52.7323,41.42438,0.5412,7.4331,6.74137,91.625,91.625,0.50594,-0.03226,0.53652,51.6,5.665,6.03981,6.6649,20240306,65.40105,52.7323,41.42438
22-Feb-24,0.51626,7.47745,6.77335,91.57031,91.57031,-0.49239,0.03142,0.50946,52,5.627,6.00499,6.68177,20240306,62.30632,50.08976,39.26149,0.51626,7.47745,6.77335,91.57031,91.57031,0.50569,-0.03227,0.50946,52,5.627,6.00499,6.68177,20240306,62.30632,50.08976,39.26149
23-Feb-24,0.46942,7.17614,6.57344,92.00781,92.00781,-0.49319,0.03127,0.45926,50.8,5.519,5.93196,6.6834,20240306,59.43824,48.23838,38.03557,0.46942,7.17614,6.57344,92.00781,92.00781,0.50504,-0.03202,0.45926,50.8,5.519,5.93196,6.6834,20240306,59.43824,48.23838,38.03557
26-Feb-24,0.43133,7.06819,6.43305,91.71875,91.71875,-0.49376,0.03141,0.43131,53.8,5.602,5.95084,6.63835,20240306,54.37351,44.11563,34.78194,0.43133,7.06819,6.43305,91.71875,91.71875,0.50491,-0.03212,0.43131,53.8,5.602,5.95084,6.63835,20240306,54.37351,44.11563,34.78194
27-Feb-24,0.40182,7.12207,6.4603,91.57812,91.57812,-0.49438,0.0315,0.39986,55.2,5.634,5.99607,6.64673,20240306,50.54819,41.00075,32.32098,0.40182,7.12207,6.4603,91.57812,91.57812,0.50444,-0.03215,0.39986,55.2,5.634,5.99607,6.64673,20240306,50.54819,41.00075,32.32098
28-Feb-24,0.34848,6.74038,6.15588,91.91406,91.91406,-0.49513,0.03145,0.36434,52.7,5.56,5.97347,6.72643,20240306,44.0784,35.60565,27.99981,0.34848,6.74038,6.15588,91.91406,91.91406,0.50383,-0.03201,0.36434,52.7,5.56,5.97347,6.72643,20240306,44.0784,35.60565,27.99981
29-Feb-24,0.30599,6.61444,6.19069,91.9375,91.9375,-0.49015,0.03039,0.31852,54,5.55,5.9572,6.68341,20240306,39.65469,32.03129,25.17787,0.30599,6.61444,6.19069,91.9375,91.9375,0.50897,-0.03156,0.31852,54,5.55,5.9572,6.68341,20240306,39.65469,32.03129,25.17787
1-Mar-24,0.29295,7.27666,6.89655,92.375,92.375,-0.49225,0.03028,0.27353,52.8,5.479,5.9332,6.64729,20240306,38.42069,31.13815,24.52537,0.29295,7.27666,6.89655,92.375,92.375,0.50701,-0.03119,0.27353,52.8,5.479,5.9332,6.64729,20240306,38.42069,31.13815,24.52537
4-Mar-24,0.2371,7.22684,6.80226,92.15625,92.15625,-0.49396,0.03053,0.22429,53.1,5.515,5.92794,6.91026,20240306,30.90552,24.98588,19.65238,0.2371,7.22684,6.80226,92.15625,92.15625,0.50574,-0.03125,0.22429,53.1,5.515,5.92794,6.91026,20240306,30.90552,24.98588,19.65238
5-Mar-24,0.15102,6.4727,6.18334,92.67188,92.67188,-0.49611,0.03038,0.15728,51.5,5.404,5.85215,6.99016,20240306,19.95368,16.11796,12.67121,0.15102,6.4727,6.18334,92.67188,92.67188,0.50374,-0.03084,0.15728,51.5,5.404,5.85215,6.99016,20240306,19.95368,16.11796,12.67121
6-Mar-24,0.71457,6.85719,6.66651,92.93359,92.93359,-0.48332,0.02916,0.6917,50,5.337,5.85308,7.168,20240404,95.28087,78.09859,62.02308,0.71457,6.85719,6.66651,92.93359,92.93359,0.51242,-0.03092,0.6917,50,5.337,5.85308,7.168,20240404,95.28087,78.09859,62.02308
7-Mar-24,0.69912,6.86577,6.69893,93.15625,93.15625,-0.48357,0.02914,0.67353,46.6,5.303,5.83602,7.19533,20240404,93.44621,76.32352,60.48102,0.69912,6.86577,6.69893,93.15625,93.15625,0.51231,-0.03087,0.67353,46.6,5.303,5.83602,7.19533,20240404,93.44621,76.32352,60.48102
8-Mar-24,0.6622,6.66361,6.51219,93.39062,93.39062,-0.48334,0.02915,0.65643,43.6,5.276,5.82236,7.17389,20240404,88.52098,71.49516,56.26095,0.6622,6.66361,6.51219,93.39062,93.39062,0.51268,-0.03092,0.65643,43.6,5.276,5.82236,7.17389,20240404,88.52098,71.49516,56.26095
11-Mar-24,0.65015,6.74145,6.5589,93.21875,93.21875,-0.48332,0.02923,0.63988,45.7,5.309,5.81908,7.37784,20240404,86.62121,69.28891,54.19452,0.65015,6.74145,6.5589,93.21875,93.21875,0.51315,-0.03103,0.63988,45.7,5.309,5.81908,7.37784,20240404,86.62121,69.28891,54.19452
12-Mar-24,0.60348,6.47195,6.22431,92.89062,92.89062,-0.48258,0.02942,0.62583,47.2,5.386,5.81276,7.34639,20240404,79.61099,62.75258,48.63469,0.60348,6.47195,6.22431,92.89062,92.89062,0.51403,-0.03134,0.62583,47.2,5.386,5.81276,7.34639,20240404,79.61099,62.75258,48.63469
13-Mar-24,0.57132,6.33025,6.05427,92.84375,92.84375,-0.48218,0.02954,0.60921,45.1,5.398,5.82376,7.23002,20240404,74.91999,59.2724,46.05626,0.57132,6.33025,6.05427,92.84375,92.84375,0.51458,-0.03153,0.60921,45.1,5.398,5.82376,7.23002,20240404,74.91999,59.2724,46.05626
14-Mar-24,0.57195,6.61611,6.19711,92.03906,92.03906,-0.48149,0.02986,0.59574,49.2,5.559,5.94962,7.0686,20240404,73.74507,58.46858,45.49045,0.57195,6.61611,6.19711,92.03906,92.03906,0.51541,-0.03197,0.59574,49.2,5.559,5.94962,7.0686,20240404,73.74507,58.46858,45.49045
15-Mar-24,0.55791,6.70079,6.26658,91.97656,91.97656,-0.4815,0.02989,0.57469,49.4,5.547,5.94312,7.02866,20240404,71.81684,57.49147,45.01899,0.55791,6.70079,6.26658,91.97656,91.97656,0.51556,-0.032,0.57469,49.4,5.547,5.94312,7.02866,20240404,71.81684,57.49147,45.01899
18-Mar-24,0.54145,6.78643,6.30156,91.69531,91.69531,-0.48152,0.03001,0.55466,51.1,5.604,5.93794,6.93887,20240404,69.32245,55.5066,43.47466,0.54145,6.78643,6.30156,91.69531,91.69531,0.51597,-0.03216,0.55466,51.1,5.604,5.93794,6.93887,20240404,69.32245,55.5066,43.47466
19-Mar-24,0.50105,6.52666,6.11121,92.14062,92.14062,-0.48194,0.02993,0.52926,46.7,5.525,5.89155,7.06503,20240404,64.53795,51.66313,40.46521,0.50105,6.52666,6.11121,92.14062,92.14062,0.5157,-0.03203,0.52926,46.7,5.525,5.89155,7.06503,20240404,64.53795,51.66313,40.46521
20-Mar-24,0.45325,6.17241,5.80006,92.42188,92.42188,-0.48238,0.02995,0.50419,44.2,5.532,5.89185,7.11771,20240404,58.53085,46.53116,36.2813,0.45325,6.17241,5.80006,92.42188,92.42188,0.51541,-0.032,0.50419,44.2,5.532,5.89185,7.11771,20240404,58.53085,46.53116,36.2813
21-Mar-24,0.41875,6.01113,5.61992,92.40625,92.40625,-0.48314,0.03014,0.48085,44.9,5.527,5.86574,7.00107,20240404,53.82132,42.68835,33.22089,0.41875,6.01113,5.61992,92.40625,92.40625,0.51479,-0.03212,0.48085,44.9,5.527,5.86574,7.00107,20240404,53.82132,42.68835,33.22089
22-Mar-24,0.41666,6.32753,5.96313,92.63281,92.63281,-0.48456,0.03006,0.45075,45.5,5.47,5.80821,6.817,20240404,53.98468,43.0113,33.56815,0.41666,6.32753,5.96313,92.63281,92.63281,0.51352,-0.03186,0.45075,45.5,5.47,5.80821,6.817,20240404,53.98468,43.0113,33.56815
25-Mar-24,0.37469,6.08957,5.70133,92.49219,92.49219,-0.48562,0.03028,0.42378,44.7,5.506,5.82729,6.78216,20240404,48.23979,38.68218,30.31754,0.37469,6.08957,5.70133,92.49219,92.49219,0.5129,-0.03198,0.42378,44.7,5.506,5.82729,6.78216,20240404,48.23979,38.68218,30.31754
26-Mar-24,0.32979,5.77477,5.42949,92.71094,92.71094,-0.48697,0.03031,0.39152,42.6,5.444,5.77883,6.7618,20240404,42.59089,34.10703,26.71833,0.32979,5.77477,5.42949,92.71094,92.71094,0.5117,-0.03185,0.39152,42.6,5.444,5.77883,6.7618,20240404,42.59089,34.10703,26.71833
27-Mar-24,0.29906,5.72404,5.41349,92.89844,92.89844,-0.48856,0.03029,0.35571,43.2,5.4,5.73994,6.66363,20240404,38.8499,31.06605,24.31154,0.29906,5.72404,5.41349,92.89844,92.89844,0.51026,-0.03164,0.35571,43.2,5.4,5.73994,6.66363,20240404,38.8499,31.06605,24.31154
28-Mar-24,0.25635,5.49645,5.18992,92.70312,92.70312,-0.49002,0.03037,0.31833,48,5.428,5.73249,6.62288,20240404,33.32343,26.50598,20.66331,0.25635,5.49645,5.18992,92.70312,92.70312,0.50895,-0.03154,0.31833,48,5.428,5.73249,6.62288,20240404,33.32343,26.50598,20.66331
1-Apr-24,0.25693,6.411,5.91875,91.92969,91.92969,-0.49163,0.0309,0.27952,49.5,5.617,5.71891,6.43818,20240404,32.72865,26.34191,20.69945,0.25693,6.411,5.91875,91.92969,91.92969,0.50793,-0.03192,0.27952,49.5,5.617,5.71891,6.43818,20240404,32.72865,26.34191,20.69945
2-Apr-24,0.20958,6.41142,5.89493,91.82031,91.82031,-0.49339,0.0311,0.22878,48.5,5.631,5.75399,6.44303,20240404,26.60327,21.22422,16.59312,0.20958,6.41142,5.89493,91.82031,91.82031,0.50631,-0.03192,0.22878,48.5,5.631,5.75399,6.44303,20240404,26.60327,21.22422,16.59312
3-Apr-24,0.13795,5.96157,5.49019,91.90625,91.90625,-0.49558,0.03122,0.1618,47.8,5.626,5.75283,6.43853,20240404,17.54162,13.81328,10.70118,0.13795,5.96157,5.49019,91.90625,91.90625,0.50427,-0.03176,0.1618,47.8,5.626,5.75283,6.43853,20240404,17.54162,13.81328,10.70118
4-Apr-24,0.70747,6.52642,6.10238,92.21484,92.21484,-0.48133,0.02996,0.74776,46.3,5.572,5.70693,6.47052,20240506,90.72712,72.25866,56.36236,0.70747,6.52642,6.10238,92.21484,92.21484,0.51396,-0.03199,0.74776,46.3,5.572,5.70693,6.47052,20240506,90.72712,72.25866,56.36236
5-Apr-24,0.69128,6.55647,6.06106,91.78906,91.78906,-0.48087,0.03014,0.7358,46.7,5.628,5.73526,6.48452,20240506,87.79696,69.79,54.37794,0.69128,6.55647,6.06106,91.78906,91.78906,0.51457,-0.03225,0.7358,46.7,5.628,5.73526,6.48452,20240506,87.79696,69.79,54.37794
8-Apr-24,0.67832,6.61602,6.06338,91.42188,91.42188,-0.48069,0.03027,0.72171,49.2,5.645,5.76913,6.45856,20240506,85.5463,67.88696,52.85534,0.67832,6.61602,6.06338,91.42188,91.42188,0.51519,-0.03244,0.72171,49.2,5.645,5.76913,6.45856,20240506,85.5463,67.88696,52.85534
9-Apr-24,0.649,6.46645,5.9804,91.80469,91.80469,-0.48177,0.03019,0.70026,48.4,5.566,5.71637,6.39898,20240506,82.48264,65.17871,50.58713,0.649,6.46645,5.9804,91.80469,91.80469,0.51425,-0.03222,0.70026,48.4,5.566,5.71637,6.39898,20240506,82.48264,65.17871,50.58713
10-Apr-24,0.69664,7.24116,6.49102,90.39844,90.39844,-0.48079,0.0306,0.69258,53.6,5.738,5.83304,6.82696,20240506,86.25131,67.44042,52.01103,0.69664,7.24116,6.49102,90.39844,90.39844,0.51538,-0.03281,0.69258,53.6,5.738,5.83304,6.82696,20240506,86.25131,67.44042,52.01103
11-Apr-24,0.71457,7.6457,6.84341,90.35156,90.35156,-0.48081,0.03064,0.67396,51.1,5.724,5.85338,6.82841,20240506,88.32183,68.53645,52.58008,0.71457,7.6457,6.84341,90.35156,90.35156,0.51551,-0.03285,0.67396,51.1,5.724,5.85338,6.82841,20240506,88.32183,68.53645,52.58008
12-Apr-24,0.72041,7.91083,7.15541,90.73438,90.73438,-0.48142,0.03048,0.64967,52.1,5.68,5.82257,6.73175,20240506,89.94537,70.48224,54.42437,0.72041,7.91083,7.15541,90.73438,90.73438,0.51505,-0.03261,0.64967,52.1,5.68,5.82257,6.73175,20240506,89.94537,70.48224,54.42437
15-Apr-24,0.74386,8.51526,7.56297,89.85156,89.85156,-0.48097,0.03071,0.63485,55.7,5.828,6.03133,6.67811,20240506,91.61756,71.54012,55.11893,0.74386,8.51526,7.56297,89.85156,89.85156,0.51594,-0.03295,0.63485,55.7,5.828,6.03133,6.67811,20240506,91.61756,71.54012,55.11893
16-Apr-24,0.70584,8.39238,7.40993,89.53125,89.53125,-0.48079,0.03077,0.61483,58.8,5.859,6.05835,6.69114,20240506,86.63343,67.5931,52.05461,0.70584,8.39238,7.40993,89.53125,89.53125,0.51626,-0.03304,0.61483,58.8,5.859,6.05835,6.69114,20240506,86.63343,67.5931,52.05461
17-Apr-24,0.63075,7.73623,6.89429,90.05469,90.05469,-0.48102,0.03068,0.59037,56.5,5.785,5.97563,6.74302,20240506,77.96156,60.78594,46.795,0.63075,7.73623,6.89429,90.05469,90.05469,0.51619,-0.03292,0.59037,56.5,5.785,5.97563,6.74302,20240506,77.96156,60.78594,46.795
18-Apr-24,0.61357,7.86982,6.95109,89.61719,89.61719,-0.48086,0.0308,0.56985,58.3,5.852,6.01564,6.66,20240506,75.31368,58.8661,45.38438,0.61357,7.86982,6.95109,89.61719,89.61719,0.51649,-0.03308,0.56985,58.3,5.852,6.01564,6.66,20240506,75.31368,58.8661,45.38438
19-Apr-24,0.61392,8.21186,7.27512,89.74219,89.74219,-0.48133,0.03078,0.5447,58.8,5.822,5.99657,6.57404,20240506,75.57641,59.49054,46.08613,0.61392,8.21186,7.27512,89.74219,89.74219,0.51616,-0.033,0.5447,58.8,5.822,5.99657,6.57404,20240506,75.57641,59.49054,46.08613
22-Apr-24,0.56197,7.88243,6.97319,89.71875,89.71875,-0.48186,0.03085,0.5202,59.1,5.846,5.99377,6.57414,20240506,69.10707,54.90316,42.7926,0.56197,7.88243,6.97319,89.71875,89.71875,0.51608,-0.03304,0.5202,59.1,5.846,5.99377,6.57414,20240506,69.10707,54.90316,42.7926
23-Apr-24,0.51749,7.62085,6.77414,90.0625,90.0625,-0.48266,0.03087,0.4928,55.6,5.823,5.99398,6.74065,20240506,63.81901,50.47685,39.22474,0.51749,7.62085,6.77414,90.0625,90.0625,0.51542,-0.03296,0.4928,55.6,5.823,5.99398,6.74065,20240506,63.81901,50.47685,39.22474
24-Apr-24,0.49677,7.79077,6.87238,89.6875,89.6875,-0.4835,0.03103,0.46605,56.3,5.883,6.04221,6.75478,20240506,60.91704,48.2342,37.52062,0.49677,7.79077,6.87238,89.6875,89.6875,0.51473,-0.03303,0.46605,56.3,5.883,6.04221,6.75478,20240506,60.91704,48.2342,37.52062
25-Apr-24,0.49879,8.39923,7.35479,89.28125,89.28125,-0.48463,0.03119,0.43746,57.2,5.915,6.07486,6.72501,20240506,60.82507,48.18226,37.48174,0.49879,8.39923,7.35479,89.28125,89.28125,0.51375,-0.03306,0.43746,57.2,5.915,6.07486,6.72501,20240506,60.82507,48.18226,37.48174
26-Apr-24,0.46616,8.44205,7.43493,89.65625,89.65625,-0.48611,0.03124,0.40403,53.7,5.852,6.00902,6.84049,20240506,57.02938,45.59869,35.69243,0.46616,8.44205,7.43493,89.65625,89.65625,0.51242,-0.03293,0.40403,53.7,5.852,6.00902,6.84049,20240506,57.02938,45.59869,35.69243
29-Apr-24,0.4284,8.46469,7.5025,89.97656,89.97656,-0.48787,0.03126,0.36809,53.4,5.813,5.95688,6.85594,20240506,52.70827,42.19194,33.04562,0.4284,8.46469,7.5025,89.97656,89.97656,0.5111,-0.03275,0.36809,53.4,5.813,5.95688,6.85594,20240506,52.70827,42.19194,33.04562
30-Apr-24,0.38021,8.45374,7.41236,89.38281,89.38281,-0.48919,0.03148,0.33034,57.6,5.905,6.07448,7.11819,20240506,46.42913,37.11128,29.04487,0.38021,8.45374,7.41236,89.38281,89.38281,0.50993,-0.03281,0.33034,57.6,5.905,6.07448,7.11819,20240506,46.42913,37.11128,29.04487
1-May-24,0.30108,7.66386,6.80606,90.14062,90.14062,-0.491,0.03146,0.28485,52.7,5.794,6.00996,7.28777,20240506,37.11528,29.53465,23.0464,0.30108,7.66386,6.80606,90.14062,90.14062,0.50826,-0.03256,0.28485,52.7,5.794,6.00996,7.28777,20240506,37.11528,29.53465,23.0464
2-May-24,0.27634,8.59061,7.65928,90.38281,90.38281,-0.49302,0.03155,0.23054,51,5.791,6.00979,7.31283,20240506,34.17573,27.57723,21.70591,0.27634,8.59061,7.65928,90.38281,90.38281,0.50639,-0.0324,0.23054,51,5.791,6.00979,7.31283,20240506,34.17573,27.57723,21.70591
3-May-24,0.15216,6.64892,5.98926,90.92188,90.92188,-0.49522,0.03155,0.1636,49.3,5.731,5.94701,7.3694,20240506,18.9849,15.12446,11.80425,0.15216,6.64892,5.98926,90.92188,90.92188,0.50434,-0.03213,0.1636,49.3,5.731,5.94701,7.3694,20240506,18.9849,15.12446,11.80425
6-May-24,0.71962,6.73222,6.10794,90.91797,90.91797,-0.48098,0.03042,0.77514,52.2,5.745,5.9302,7.40367,20240606,88.37634,71.04599,55.79562,0.71962,6.73222,6.10794,90.91797,90.91797,0.51446,-0.03254,0.77514,52.2,5.745,5.9302,7.40367,20240606,88.37634,71.04599,55.79562
